id,domain,taskId,topic,question,answerA,answerB,answerC,answerD,correctAnswer,answerIndex,rationale,difficulty,source,chapter,sourceItemId,status,coachBob,release,questionType,cognitiveLevel,studyRedirect,sourceUrl,integrationRelease,integrationDecision,appAction,contentHash,userApprovedForStaging,approvalRelease,priorStatus,reviewNotes
RPSGT-B6-S126,2,2A,Chart Review For High-Risk Clues,Which preparation step is most appropriate for chart review for high-risk clues?,Skip the step if the patient is tired.,"Look for oxygen use, cardiac disease, seizures, mobility limits, allergies, and special precautions.",Wait until morning to address it.,Use the same approach for every patient without checking the order.,B,1,Safety-relevant history helps the technologist plan the night.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S126,Live,Chart review is where the night starts.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,6e8725576e01c561,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S127,2,2A,Electrode Impedance Check,Which preparation step is most appropriate for electrode impedance check?,Skip the step if the patient is tired.,Wait until morning to address it.,Verify electrode contact quality and identify poor connections before recording.,Use the same approach for every patient without checking the order.,C,2,Impedance checks help prevent poor EEG/EOG/EMG data quality.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S127,Live,Bad contact becomes bad data.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,2bb9d3242151fdcf,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S128,2,2A,Eog Biocal Abnormality,Which preparation step is most appropriate for EOG biocal abnormality?,Skip the step if the patient is tired.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,"Troubleshoot electrode placement, connections, montage, or settings before lights out.",D,3,Biocals help verify that channels respond as expected.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S128,Live,Biocals are the preflight check.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,f935ad027a55e1af,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S129,2,2A,Equipment Calibration Or Signal Check,Which preparation step is most appropriate for equipment calibration or signal check?,Verify that recording channels and system responses function appropriately.,Skip the step if the patient is tired.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,A,0,Signal checks support data quality and troubleshooting.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S129,Live,Check the system before you trust the night.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,bfdb4f33405777c9,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S130,2,2A,Correct Montage Selection,Which preparation step is most appropriate for correct montage selection?,Skip the step if the patient is tired.,Ensure channels are displayed and recorded according to study protocol.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,B,1,Montage determines how signals are derived and displayed.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S130,Live,"Wrong montage, wrong view.",v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,de20a2b207148140,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S131,2,2A,Respiratory Sensor Verification,Which preparation step is most appropriate for respiratory sensor verification?,Skip the step if the patient is tired.,Wait until morning to address it.,"Confirm proper placement, usable signals, and comfortable securement.",Use the same approach for every patient without checking the order.,C,2,Respiratory sensors must be usable for interpretation.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S131,Live,Airflow and effort are your respiratory eyes.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,b0fb5a0ae3523563,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S132,2,2A,Lights-Out Documentation,Which preparation step is most appropriate for lights-out documentation?,Skip the step if the patient is tired.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,Record the time and relevant starting context according to facility workflow.,D,3,Lights-out notes anchor the study start.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S132,Live,Start the record clean.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,9921539e5e870572,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S133,2,2A,Medication List Review,Which preparation step is most appropriate for medication list review?,"Identify medications that may affect sleep, respiration, safety, or interpretation.",Skip the step if the patient is tired.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,A,0,Medication history provides safety and interpretation context.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S133,Live,Meds can explain patterns.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,9fea557d54f5d8c9,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S134,2,2B,Mslt Preparation Context,Which preparation step is most appropriate for MSLT preparation context?,Skip the step if the patient is tired.,Confirm adequate prior sleep and conditions according to protocol.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,B,1,Daytime test validity depends on context and standardized conditions.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Perform procedures and follow practice guidelines,RPSGT-B6-S134,Live,A daytime sleep test starts the night before.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,fc7589e34e4ffe77,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S135,2,2B,Mwt Purpose,Which preparation step is most appropriate for MWT purpose?,Skip the step if the patient is tired.,Wait until morning to address it.,Recognize that MWT assesses ability to remain awake under standardized conditions.,Use the same approach for every patient without checking the order.,C,2,MWT is not a PAP titration or REM breathing test.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Perform procedures and follow practice guidelines,RPSGT-B6-S135,Live,MSLT asks sleep tendency; MWT asks wake maintenance.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,f06f1d61a7f815f7,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S136,2,2A,Hsat Limitation Awareness,Which preparation step is most appropriate for HSAT limitation awareness?,Skip the step if the patient is tired.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,"Recognize fewer channels and less direct observation, making patient instruction and signal quality critical.",D,3,HSAT relies heavily on proper patient setup.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S136,Live,It is not a full lab in a box.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,061035d90228e31c,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S137,2,2A,Pregnancy Notation,Which preparation step is most appropriate for pregnancy notation?,"Document it and follow facility policy for positioning, safety, and notification if applicable.",Skip the step if the patient is tired.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,A,0,Pregnancy may affect safety and positioning considerations.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S137,Live,New clinical information belongs in the safety plan.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,74a327898eeaf73d,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S138,2,2A,Mobility Equipment Planning,Which preparation step is most appropriate for mobility equipment planning?,Skip the step if the patient is tired.,Plan room setup and assistance to reduce fall risk.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,B,1,Mobility needs affect room safety and overnight workflow.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S138,Live,Plan the room before the patient moves in the dark.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,97e701c5758cd79d,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
